RESOLVED_ENTITY_ID,RESOLVED_ENTITY_NAME,RELATED_ENTITY_ID,MATCH_LEVEL,MATCH_LEVEL_CODE,MATCH_KEY,MATCH_KEY_DETAILS,IS_DISCLOSED,IS_AMBIGUOUS,DATA_SOURCE,RECORD_ID,JSON_DATA,FIRST_SEEN_DT,LAST_SEEN_DT,UNMAPPED_DATA,ERRULE_CODE,RELATED_ENTITY_NAME
4,"Jane Donaldson",0,0,"","","",0,0,"PASSENGERS","JKL012","{""RECORD_ID"":""JKL012"",""NAME_FIRST"":""Jane"",""NAME_LAST"":""Donaldson"",""MOBILE_PHONE_NUMBER"":""818-555-1313"",""HOME_PHONE_NUMBER"":""818-222-3131"",""ADDR_FULL"":""400 River Street, Pasadena, CA 90034"",""DATE_OF_BIRTH"":""23-MAY-1973"",""DATA_SOURCE"":""PASSENGERS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
4,"Jane Donaldson",3,3,"POSSIBLY_RELATED","+PHONE-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PHONE"",""FTYPE_CODE"":""PHONE"",""SCORE_BEHAVIOR"":""F1"",""SOURCE"":""PHONE"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":50,""INBOUND_FEAT_DESC"":""818-555-1313"",""INBOUND_FEAT_USAGE_TYPE"":""MOBILE"",""CANDIDATE_FEAT_ID"":50,""CANDIDATE_FEAT_DESC"":""818-555-1313"",""CANDIDATE_FEAT_USAGE_TYPE"":""MOBILE"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":63,""ADDITIONAL_SCORES"":{""FULL_SCORE"":63},""INBOUND_FEAT_ID"":48,""INBOUND_FEAT_DESC"":""17-DEC-1977"",""CANDIDATE_FEAT_ID"":64,""CANDIDATE_FEAT_DESC"":""23-MAY-1973"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"PASSENGERS","GHI789","{""RECORD_ID"":""GHI789"",""NAME_FIRST"":""John"",""NAME_LAST"":""Parker"",""MOBILE_PHONE_NUMBER"":""818-555-1313"",""HOME_PHONE_NUMBER"":""818-999-2121"",""ADDR_FULL"":""101 Fifth Ave, Los Angeles, CA 90018"",""DATE_OF_BIRTH"":""17-DEC-1977"",""DATA_SOURCE"":""PASSENGERS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SF1","John Parker"
4,"Jane Donaldson",10,3,"POSSIBLY_RELATED","+PNAME+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PNAME"",""FTYPE_CODE"":""NAME"",""SCORE_BEHAVIOR"":""NAME"",""SOURCE"":""/PART_NAME"",""SCORE"":84,""ADDITIONAL_SCORES"":{""GNR_FN"":84,""GNR_SN"":68,""GNR_GN"":100,""GNR_ON"":-1,""GENERATION_MATCH"":-1},""INBOUND_FEAT_ID"":195,""INBOUND_FEAT_DESC"":""Jane Johnson"",""CANDIDATE_FEAT_ID"":63,""CANDIDATE_FEAT_DESC"":""Jane Donaldson"",""SCORE_BUCKET"":""LIKELY""},{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":65,""INBOUND_FEAT_DESC"":""400 River Street, Pasadena, CA 90034"",""CANDIDATE_FEAT_ID"":65,""CANDIDATE_FEAT_DESC"":""400 River Street, Pasadena, CA 90034"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":66,""ADDITIONAL_SCORES"":{""FULL_SCORE"":66},""INBOUND_FEAT_ID"":196,""INBOUND_FEAT_DESC"":""6-SEP-1975"",""CANDIDATE_FEAT_ID"":64,""CANDIDATE_FEAT_DESC"":""23-MAY-1973"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"VIPS","XYZ234","{""RECORD_ID"":""XYZ234"",""NAME_FIRST"":""Jane"",""NAME_LAST"":""Johnson"",""MOBILE_PHONE_NUMBER"":""818-333-7171"",""HOME_PHONE_NUMBER"":""818-123-9876"",""ADDR_FULL"":""400 River Street, Pasadena, CA 90034"",""DATE_OF_BIRTH"":""6-SEP-1975"",""DATA_SOURCE"":""VIPS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Jane Johnson"
5,"Bill Bandley",0,0,"","","",0,0,"EMPLOYEES","MNO345","{""RECORD_ID"":""MNO345"",""NAME_FIRST"":""Bill"",""NAME_LAST"":""Bandley"",""MOBILE_PHONE_NUMBER"":""818-444-2121"",""HOME_PHONE_NUMBER"":""818-123-4567"",""ADDR_FULL"":""101 Main Street, Los Angeles, CA 90011"",""DATE_OF_BIRTH"":""22-AUG-1981"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
5,"Bill Bandley",1,3,"POSSIBLY_RELATED","+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":3,""INBOUND_FEAT_DESC"":""101 Main Street, Los Angeles, CA 90011"",""CANDIDATE_FEAT_ID"":3,""CANDIDATE_FEAT_DESC"":""101 Main Street, Los Angeles, CA 90011"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":84,""ADDITIONAL_SCORES"":{""FULL_SCORE"":84},""INBOUND_FEAT_ID"":2,""INBOUND_FEAT_DESC"":""12-JAN-1981"",""CANDIDATE_FEAT_ID"":81,""CANDIDATE_FEAT_DESC"":""22-AUG-1981"",""SCORE_BUCKET"":""UNLIKELY""}]}",0,0,"PASSENGERS","ABC123","{""RECORD_ID"":""ABC123"",""NAME_FIRST"":""Joseph"",""NAME_LAST"":""Schmidt"",""MOBILE_PHONE_NUMBER"":""213-555-1212"",""HOME_PHONE_NUMBER"":""818-777-2424"",""ADDR_FULL"":""101 Main Street, Los Angeles, CA 90011"",""DATE_OF_BIRTH"":""12-JAN-1981"",""DATA_SOURCE"":""PASSENGERS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Joseph Schmidt"
5,"Bill Bandley",8,3,"POSSIBLY_RELATED","+PHONE-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""PHONE"",""FTYPE_CODE"":""PHONE"",""SCORE_BEHAVIOR"":""F1"",""SOURCE"":""PHONE"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":83,""INBOUND_FEAT_DESC"":""818-444-2121"",""INBOUND_FEAT_USAGE_TYPE"":""MOBILE"",""CANDIDATE_FEAT_ID"":83,""CANDIDATE_FEAT_DESC"":""818-444-2121"",""CANDIDATE_FEAT_USAGE_TYPE"":""MOBILE"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":80,""ADDITIONAL_SCORES"":{""FULL_SCORE"":80},""INBOUND_FEAT_ID"":160,""INBOUND_FEAT_DESC"":""27-JUN-1980"",""CANDIDATE_FEAT_ID"":81,""CANDIDATE_FEAT_DESC"":""22-AUG-1981"",""SCORE_BUCKET"":""UNLIKELY""}]}",0,0,"EMPLOYEES","DEF890","{""RECORD_ID"":""DEF890"",""NAME_FIRST"":""Katrina"",""NAME_LAST"":""Osmond"",""MOBILE_PHONE_NUMBER"":""818-444-2121"",""HOME_PHONE_NUMBER"":""818-111-2222"",""ADDR_FULL"":""707 Seventh Ave, Los Angeles, CA 90043"",""DATE_OF_BIRTH"":""27-JUN-1980"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SF1","Katrina Osmond"
6,"Craig Smith",0,0,"","","",0,0,"EMPLOYEES","PQR678","{""RECORD_ID"":""PQR678"",""NAME_FIRST"":""Craig"",""NAME_LAST"":""Smith"",""MOBILE_PHONE_NUMBER"":""818-555-1212"",""HOME_PHONE_NUMBER"":""818-888-3939"",""ADDR_FULL"":""451 Dover Street, Los Angeles, CA 90018"",""DATE_OF_BIRTH"":""17-OCT-1983"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
6,"Craig Smith",2,3,"POSSIBLY_RELATED","+SURNAME+PHONE-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""SURNAME"",""FTYPE_CODE"":""NAME"",""SCORE_BEHAVIOR"":""NAME"",""SOURCE"":""/SUR_NAME"",""SCORE"":67,""ADDITIONAL_SCORES"":{""GNR_FN"":67,""GNR_SN"":100,""GNR_GN"":34,""GNR_ON"":-1,""GENERATION_MATCH"":-1},""INBOUND_FEAT_ID"":20,""INBOUND_FEAT_DESC"":""Joann Smith"",""CANDIDATE_FEAT_ID"":106,""CANDIDATE_FEAT_DESC"":""Craig Smith"",""SCORE_BUCKET"":""UNLIKELY""},{""TOKEN"":""PHONE"",""FTYPE_CODE"":""PHONE"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""PHONE"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":23,""INBOUND_FEAT_DESC"":""818-888-3939"",""INBOUND_FEAT_USAGE_TYPE"":""HOME"",""CANDIDATE_FEAT_ID"":23,""CANDIDATE_FEAT_DESC"":""818-888-3939"",""CANDIDATE_FEAT_USAGE_TYPE"":""HOME"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":77,""ADDITIONAL_SCORES"":{""FULL_SCORE"":77},""INBOUND_FEAT_ID"":21,""INBOUND_FEAT_DESC"":""15-MAR-1982"",""CANDIDATE_FEAT_ID"":107,""CANDIDATE_FEAT_DESC"":""17-OCT-1983"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"PASSENGERS","DEF456","{""RECORD_ID"":""DEF456"",""NAME_FIRST"":""Joann"",""NAME_LAST"":""Smith"",""MOBILE_PHONE_NUMBER"":""213-555-1212"",""HOME_PHONE_NUMBER"":""818-888-3939"",""ADDR_FULL"":""101 Fifth Ave, Los Angeles, CA 90018"",""DATE_OF_BIRTH"":""15-MAR-1982"",""DATA_SOURCE"":""PASSENGERS""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","CFF_SURNAME","Joann Smith"
6,"Craig Smith",7,3,"POSSIBLY_RELATED","+ADDRESS-DOB","{""CONFIRMATIONS"":[{""TOKEN"":""ADDRESS"",""FTYPE_CODE"":""ADDRESS"",""SCORE_BEHAVIOR"":""FF"",""SOURCE"":""ADDRESS"",""SCORE"":100,""ADDITIONAL_SCORES"":{""FULL_SCORE"":100},""INBOUND_FEAT_ID"":108,""INBOUND_FEAT_DESC"":""451 Dover Street, Los Angeles, CA 90018"",""CANDIDATE_FEAT_ID"":108,""CANDIDATE_FEAT_DESC"":""451 Dover Street, Los Angeles, CA 90018"",""SCORE_BUCKET"":""SAME""}],""DENIALS"":[{""TOKEN"":""DOB"",""FTYPE_CODE"":""DOB"",""SCORE_BEHAVIOR"":""FMES"",""SOURCE"":""DOB"",""SCORE"":63,""ADDITIONAL_SCORES"":{""FULL_SCORE"":63},""INBOUND_FEAT_ID"":134,""INBOUND_FEAT_DESC"":""24-NOV-1975"",""CANDIDATE_FEAT_ID"":107,""CANDIDATE_FEAT_DESC"":""17-OCT-1983"",""SCORE_BUCKET"":""NO_CHANCE""}]}",0,0,"EMPLOYEES","ABC567","{""RECORD_ID"":""ABC567"",""NAME_FIRST"":""Kim"",""NAME_LAST"":""Long"",""MOBILE_PHONE_NUMBER"":""818-246-8024"",""HOME_PHONE_NUMBER"":""818-135-7913"",""ADDR_FULL"":""451 Dover Street, Los Angeles, CA 90018"",""DATE_OF_BIRTH"":""24-NOV-1975"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","SFF","Kim Long"
7,"Kim Long",0,0,"","","",0,0,"EMPLOYEES","ABC567","{""RECORD_ID"":""ABC567"",""NAME_FIRST"":""Kim"",""NAME_LAST"":""Long"",""MOBILE_PHONE_NUMBER"":""818-246-8024"",""HOME_PHONE_NUMBER"":""818-135-7913"",""ADDR_FULL"":""451 Dover Street, Los Angeles, CA 90018"",""DATE_OF_BIRTH"":""24-NOV-1975"",""DATA_SOURCE"":""EMPLOYEES""}","2026-02-24T17:54:36Z","2026-02-24T17:54:36Z","{}","",""
